store_id,item_id,dept_id,sell_price,annual_demand,holding_cost_annual,ordering_cost,eoq
0,71,0,2.12,458.75633245,0.42400000000000004,80,417
0,72,0,2.24,731.376165975,0.44800000000000006,80,512
0,73,0,3.54,350.833348775,0.7080000000000001,80,282
0,74,0,5.14,402.807238925,1.028,80,251
0,75,0,3.28,110.12469975,0.656,80,164
0,76,0,3.48,179.5716111475,0.6960000000000001,80,204
0,77,0,4.58,17.7851297325,0.916,80,56
0,78,0,7.58,239.270659875,1.516,80,159
0,79,0,5.64,320.393918325,1.128,80,214
0,80,0,0.98,3025.58941425,0.196,80,1572
0,81,0,2.0,773.387407975,0.4,80,557
0,82,0,4.58,45.1945481975,0.916,80,89
0,83,0,0.98,3719.084889,0.196,80,1743
0,84,0,1.83,1118.053303575,0.36600000000000005,80,700
0,85,0,5.64,1297.57703075,1.128,80,430
0,86,0,5.28,535.7667510000001,1.056,80,285
0,87,0,3.48,110.15156594,0.6960000000000001,80,160
0,88,0,3.54,328.776531525,0.7080000000000001,80,273
0,89,0,2.24,140.89515482574998,0.44800000000000006,80,225
0,90,0,1.96,348.9615376,0.392,80,378
0,91,0,5.64,81.528401175,1.128,80,108
0,92,0,3.54,382.539516775,0.7080000000000001,80,295
0,93,0,3.1438392857142854,52.126493445,0.6287678571428571,80,116
0,94,0,5.74,160.4934247475,1.1480000000000001,80,150
0,95,0,0.98,752.40828,0.196,80,784
0,96,0,4.505,136.39173015,0.901,80,156
0,97,0,0.98,3945.9066497500003,0.196,80,1795
0,98,0,2.0,84.564701416,0.4,80,184
0,99,0,1.78,108.66706721,0.35600000000000004,80,221
0,100,0,4.27,576.3672596499999,0.854,80,329
0,101,0,3.54,876.17698415,0.7080000000000001,80,445
0,102,0,1.98,249.06939564,0.396,80,318
0,103,0,3.54,564.50716075,0.7080000000000001,80,358
0,104,0,4.501428571428572,7.076230395,0.9002857142857144,80,36
0,105,0,2.5,428.936846325,0.5,80,371
0,106,0,2.24,318.737837925,0.44800000000000006,80,338
0,107,0,1.96,507.2105854725,0.392,80,455
0,108,0,5.98,246.0722641,1.1960000000000002,80,182
0,109,0,1.98,723.2751045,0.396,80,541
0,110,0,0.98,474.01494985,0.196,80,623
0,111,0,3.54,407.538356875,0.7080000000000001,80,304
0,112,0,3.5800000000000005,123.3958696425,0.7160000000000002,80,167
0,113,0,2.68,393.332037475,0.536,80,343
0,114,0,2.24,445.38620425,0.44800000000000006,80,399
0,115,0,0.98,627.4994293750001,0.196,80,716
0,116,0,3.54,176.256364635,0.7080000000000001,80,200
0,117,0,1.96,204.11444781,0.392,80,289
0,118,0,1.5,400.18656613,0.30000000000000004,80,462
0,119,0,1.98,496.699034325,0.396,80,448
0,120,0,3.54,291.173179375,0.7080000000000001,80,257
0,121,0,2.24,433.34541542500006,0.44800000000000006,80,394
0,122,0,5.28,237.00832642499998,1.056,80,190
0,123,0,2.24,158.44009093900002,0.44800000000000006,80,238
0,124,0,2.12,404.67209379999997,0.42400000000000004,80,391
0,125,0,4.27,227.567402075,0.854,80,207
0,126,0,5.74,298.44900995,1.1480000000000001,80,204
0,127,0,1.78,774.1901765,0.35600000000000004,80,590
0,128,0,2.98,227.862635975,0.596,80,248
0,129,0,1.96,315.266102775,0.392,80,359
0,130,0,3.48,165.897410315,0.6960000000000001,80,196
0,131,0,1.98,441.0175575,0.396,80,423
0,132,0,2.68,252.064578675,0.536,80,275
0,133,0,4.86,162.9451239,0.9720000000000001,80,164
0,134,0,2.0,178.33565833850002,0.4,80,268
0,135,0,2.68,293.14396377500003,0.536,80,296
0,136,0,0.98,1176.428846125,0.196,80,980
0,137,0,6.98,74.1414338925,1.3960000000000001,80,93
0,138,0,3.54,277.54650235,0.7080000000000001,80,251
0,139,0,1.5,429.880351875,0.30000000000000004,80,479
0,140,0,2.0,504.69816085,0.4,80,450
0,141,0,6.98,283.19413915,1.3960000000000001,80,181
0,142,0,0.98,595.23497475,0.196,80,698
0,143,0,2.24,461.291634375,0.44800000000000006,80,406
0,144,0,4.839999999999999,263.41870977499997,0.9679999999999999,80,209
0,145,0,4.839999999999999,46.787922837500005,0.9679999999999999,80,88
0,146,0,0.98,450.18156235000004,0.196,80,607
0,147,0,5.28,540.8615774250001,1.056,80,287
0,148,0,11.84,120.19833084999999,2.368,80,91
0,149,0,8.564375,198.984750575,1.7128750000000001,80,137
0,150,0,1.98,768.83421225,0.396,80,558
0,151,0,1.5,1320.35069725,0.30000000000000004,80,840
0,152,0,0.98,651.245153325,0.196,80,730
0,153,0,2.24,458.707747225,0.44800000000000006,80,405
0,154,0,4.89,147.543497725,0.978,80,156
0,155,0,4.68,260.07870134999996,0.9359999999999999,80,211
0,156,0,4.89,140.40763171499998,0.978,80,152
0,157,0,2.24,235.49622167500002,0.44800000000000006,80,291
0,158,0,0.98,3429.787517,0.196,80,1674
0,159,0,1.96,1198.0066897499999,0.392,80,700
0,160,0,0.98,555.023286025,0.196,80,674
0,161,0,5.561428571428571,15.653383265000002,1.1122857142857143,80,48
0,162,0,2.24,860.629003,0.44800000000000006,80,555
0,163,0,4.86,180.84979510000002,0.9720000000000001,80,173
0,164,0,2.24,233.90613675,0.44800000000000006,80,290
0,165,0,3.48,290.03526045,0.6960000000000001,80,259
0,166,0,5.64,89.82928113250001,1.128,80,113
0,167,0,4.89,228.92702852499997,0.978,80,194
0,168,0,1.98,1355.25576225,0.396,80,740
0,169,0,2.0,1319.7763006999999,0.4,80,727
0,170,0,5.28,454.13830149999995,1.056,80,263
0,171,0,2.98,276.98625045,0.596,80,273
0,172,0,3.48,149.650620275,0.6960000000000001,80,186
0,173,0,8.98,424.077677725,1.7960000000000003,80,195
0,174,0,9.98,223.20261145,1.9960000000000002,80,134
0,175,0,3.5800000000000005,104.67864238000001,0.7160000000000002,80,153
0,176,0,9.97,562.8615746,1.9940000000000002,80,213
0,177,0,1.38,1270.7273702500001,0.27599999999999997,80,859
0,178,0,2.2562499999999996,331.27177395,0.45124999999999993,80,343
0,179,0,2.98,941.8811398749999,0.596,80,503
0,180,0,1.0,715.50477505,0.2,80,757
0,181,0,2.28,447.437968575,0.45599999999999996,80,397
0,182,0,5.98,319.55820065,1.1960000000000002,80,207
0,183,0,9.94,334.73439545,1.988,80,165
0,184,0,2.98,634.237205875,0.596,80,413
0,185,0,2.24,252.91482255,0.44800000000000006,80,301
0,186,0,0.98,654.810413725,0.196,80,732
0,187,0,5.64,62.374131833,1.128,80,95
0,188,0,2.24,178.65888123525,0.44800000000000006,80,253
0,189,0,4.89,275.501593705,0.978,80,213
0,190,0,4.86,651.67050195,0.9720000000000001,80,328
0,191,0,2.24,509.66591715000004,0.44800000000000006,80,427
0,192,0,2.0,481.5620784,0.4,80,439
0,193,0,5.28,175.50130455000001,1.056,80,164
0,194,0,2.68,392.580572475,0.536,80,343
0,195,0,5.64,198.056638325,1.128,80,168
0,196,0,0.98,3314.5203455,0.196,80,1645
0,197,0,2.24,670.0784688,0.44800000000000006,80,490
0,198,0,0.98,528.3634135000001,0.196,80,657
0,199,0,2.24,339.1905465,0.44800000000000006,80,349
0,200,0,0.98,1382.22372925,0.196,80,1063
0,201,0,5.28,239.97492057499997,1.056,80,191
0,202,0,2.2188392857142856,626.1962915,0.44376785714285716,80,476
0,203,0,3.32,633.645078625,0.664,80,391
0,204,0,1.96,551.912571275,0.392,80,475
0,205,0,2.24,138.56021294375,0.44800000000000006,80,223
0,206,0,1.96,189.9111361225,0.392,80,279
0,207,0,5.64,63.10764525,1.128,80,95
0,208,0,5.98,126.138462775,1.1960000000000002,80,130
0,209,0,2.24,204.5437849,0.44800000000000006,80,271
0,210,0,3.14,282.30543412500003,0.6280000000000001,80,269
0,211,0,1.84,281.42805678,0.36800000000000005,80,350
0,212,0,5.28,261.5236832,1.056,80,200
0,213,0,3.54,1296.729802875,0.7080000000000001,80,542
0,214,0,0.98,3263.14889225,0.196,80,1633
0,215,0,2.24,1340.9117735,0.44800000000000006,80,693
0,216,1,2.0,440.737154325,0.4,80,420
0,217,1,2.0475,389.0882905,0.4095,80,390
0,218,1,2.28,220.2530325125,0.45599999999999996,80,278
0,219,1,3.94,413.13709124999997,0.788,80,290
0,220,1,3.94,40.5351627785,0.788,80,91
0,221,1,10.97,168.2177825575,2.1940000000000004,80,111
0,222,1,2.8828571428571426,132.75023931,0.5765714285714285,80,192
0,223,1,2.5,156.93015829075,0.5,80,225
0,224,1,1.48,388.88873595,0.296,80,459
0,225,1,2.5,322.305147125,0.5,80,322
0,226,1,2.5,178.67023312450002,0.5,80,240
0,227,1,3.34,257.6872337,0.668,80,249
0,228,1,2.0,1293.37347425,0.4,80,720
0,229,1,2.96,681.2788684,0.592,80,430
0,230,1,2.5,351.6672445,0.5,80,336
0,231,1,1.25,1725.8878715,0.25,80,1051
0,232,1,3.76,148.54244534999998,0.752,80,178
0,233,1,6.98,358.9614964,1.3960000000000001,80,203
0,234,1,3.4199999999999995,5600.5522365,0.6839999999999999,80,1145
0,235,1,2.5,179.968491625,0.5,80,240
0,236,1,0.945,901.1984589075,0.189,80,874
0,237,1,6.98,440.85489922500005,1.3960000000000001,80,225
0,238,1,1.28,312.140780575,0.256,80,442
0,239,1,2.5,543.87855275,0.5,80,418
0,240,1,3.94,268.3972018,0.788,80,234
0,241,1,2.48,445.3698691,0.496,80,380
0,242,1,2.64,100.08351442374999,0.528,80,175
0,243,1,3.94,217.61310935,0.788,80,211
0,244,1,9.98,1938.390935,1.9960000000000002,80,395
0,245,1,4.48,1328.31404225,0.8960000000000001,80,488
0,246,1,2.18,159.35747540375002,0.43600000000000005,80,242
0,247,1,2.18,74.935071744,0.43600000000000005,80,166
0,248,1,2.38,1056.6851035,0.476,80,596
0,249,1,2.5,398.987522375,0.5,80,358
0,250,1,5.0,704.3909002,1.0,80,336
0,251,1,3.725,717.232711,0.7450000000000001,80,393
0,252,1,7.979999999999999,180.58788994999998,1.5959999999999999,80,135
0,253,1,6.08,238.4463016,1.2160000000000002,80,178
0,254,1,4.98,179.086334375,0.9960000000000001,80,170
0,255,1,2.5,152.5331515695,0.5,80,221
0,256,1,3.97,223.3299692,0.794,80,213
0,257,1,2.18,199.12073974325,0.43600000000000005,80,271
0,258,1,2.5,282.3127436025,0.5,80,301
0,259,1,2.5,404.444624675,0.5,80,360
0,260,1,6.98,382.31405355,1.3960000000000001,80,210
0,261,1,3.94,185.01444325,0.788,80,194
0,262,1,2.96,878.562640475,0.592,80,488
0,263,1,7.973303571428571,137.2544733625,1.5946607142857143,80,118
0,264,1,2.6699999999999995,242.73379,0.5339999999999999,80,270
0,265,1,1.0,773.50255125,0.2,80,787
0,266,1,2.5,562.5462895,0.5,80,425
0,267,1,13.97,629.39756899175,2.7940000000000005,80,190
0,268,1,7.27,190.1600038,1.454,80,145
0,269,1,2.97,991.661151,0.5940000000000001,80,517
0,270,1,2.5,435.53106285,0.5,80,374
0,271,1,6.98,593.4406595,1.3960000000000001,80,261
0,272,1,3.98,150.88767525,0.796,80,175
0,273,1,4.97,214.15018235,0.994,80,186
0,274,1,5.98,339.15806437500004,1.1960000000000002,80,214
0,275,1,7.979999999999999,629.7561416249999,1.5959999999999999,80,252
0,276,1,2.0,496.544849125,0.4,80,446
0,277,1,5.7700000000000005,320.503527175,1.1540000000000001,80,211
0,278,1,2.96,934.9176752499999,0.592,80,503
0,279,1,2.28,140.3171120975,0.45599999999999996,80,222
0,280,1,1.0,789.888971625,0.2,80,795
0,281,1,5.98,161.99912104999999,1.1960000000000002,80,148
0,282,1,2.18,180.23423331875,0.43600000000000005,80,258
0,283,1,7.979999999999999,105.17118104999999,1.5959999999999999,80,103
0,284,1,8.98,248.114446775,1.7960000000000003,80,149
0,285,1,5.98,229.13140903250002,1.1960000000000002,80,176
0,286,1,4.48,228.67982741499998,0.8960000000000001,80,203
0,287,1,2.5,227.337230679,0.5,80,270
0,288,1,5.98,101.1812964825,1.1960000000000002,80,117
0,289,1,2.564375,1094.1560955,0.5128750000000001,80,585
0,290,1,2.38,949.4045470000001,0.476,80,565
0,291,1,10.97,143.16318376750002,2.1940000000000004,80,103
0,292,1,6.26,311.025936975,1.252,80,200
0,293,1,9.97,228.356538735,1.9940000000000002,80,136
0,294,1,3.94,293.9832987,0.788,80,245
0,295,1,2.18,428.61912483000003,0.43600000000000005,80,397
0,296,1,2.38,1037.403523,0.476,80,591
0,297,1,5.98,978.3587385,1.1960000000000002,80,362
0,298,1,6.72,386.742745025,1.344,80,215
0,299,1,2.97,298.45046335,0.5940000000000001,80,284
0,300,1,3.74,178.8901597275,0.7480000000000001,80,196
0,301,1,2.6699999999999995,535.29259745,0.5339999999999999,80,401
0,302,1,10.97,117.64031093749999,2.1940000000000004,80,93
0,303,1,7.47,188.94293795,1.494,80,143
0,304,1,3.98,299.8810373,0.796,80,246
0,305,1,8.96,91.6843264415,1.7920000000000003,80,91
0,306,1,2.5,343.01141355,0.5,80,332
0,307,1,3.6950000000000003,173.801615975,0.7390000000000001,80,194
0,308,1,2.5,278.96307465,0.5,80,299
0,309,1,1.28,475.30831335,0.256,80,546
0,310,1,4.42,233.281678825,0.884,80,206
0,311,1,7.974107142857142,66.94813214700001,1.5948214285714286,80,82
0,312,1,7.2942857142857145,166.371127325,1.458857142857143,80,136
0,313,1,2.0,395.63272645,0.4,80,398
0,314,1,2.5,374.562287775,0.5,80,347
0,315,1,5.98,630.59408425,1.1960000000000002,80,291
0,316,1,10.97,393.768467625,2.1940000000000004,80,170
0,317,1,6.98,394.32148762500003,1.3960000000000001,80,213
0,318,1,7.479999999999999,285.35958457500004,1.4959999999999998,80,175
0,319,1,3.4303571428571424,423.91367752499997,0.6860714285714286,80,315
0,320,1,5.44,101.06371916875001,1.088,80,122
0,321,1,2.0,390.665595125,0.4,80,396
0,322,1,3.4303571428571424,21.841014676,0.6860714285714286,80,72
0,323,1,2.98,521.2847812250001,0.596,80,375
0,324,1,2.38,638.4736124000001,0.476,80,464
0,325,1,5.97,110.14686214999999,1.194,80,122
0,326,1,3.4199999999999995,532.9789510500001,0.6839999999999999,80,354
0,327,1,2.5,213.9654888475,0.5,80,262
0,328,1,2.5,145.6587405,0.5,80,216
0,329,1,8.74,1151.96481075,1.7480000000000002,80,325
0,330,1,2.0,363.16009145,0.4,80,382
0,331,1,5.97,247.91254442499996,1.194,80,183
0,332,1,3.28,130.054525315,0.656,80,179
0,333,1,2.6699999999999995,637.85847775,0.5339999999999999,80,438
0,334,1,2.72,361.70499365,0.544,80,327
0,335,1,1.6764285714285714,399.8056907,0.3352857142857143,80,437
0,336,1,4.93,200.57608545,0.986,80,181
0,337,1,2.97,254.68025895,0.5940000000000001,80,262
0,338,1,2.8728571428571428,183.757935075,0.5745714285714286,80,227
0,339,1,2.6699999999999995,297.19499874999997,0.5339999999999999,80,299
0,340,1,4.88,366.10096899999996,0.976,80,245
0,341,1,7.47,130.83194462325,1.494,80,119
0,342,1,0.945,1326.9672673075002,0.189,80,1060
0,343,1,9.54,66.8870988175,1.908,80,75
0,344,1,1.58,755.34722575,0.31600000000000006,80,619
0,345,1,5.98,1783.87978925,1.1960000000000002,80,489
0,346,1,2.5,144.67869791700002,0.5,80,216
0,347,1,2.5,161.05273041325,0.5,80,228
0,348,1,2.98,592.487198875,0.596,80,399
0,349,1,2.48,358.89744767499997,0.496,80,341
0,350,1,2.87,242.90574035,0.5740000000000001,80,261
0,351,1,2.5,269.484924475,0.5,80,294
0,352,1,1.84,756.25267575,0.36800000000000005,80,574
0,353,1,2.98,1279.65658925,0.596,80,587
0,354,1,9.98,327.95571406,1.9960000000000002,80,163
0,355,1,6.98,368.80068095,1.3960000000000001,80,206
0,356,1,3.98,350.916512375,0.796,80,266
0,357,1,4.33,281.94753664999996,0.8660000000000001,80,229
0,358,1,2.5,457.07511915,0.5,80,383
0,359,1,2.38,758.615131625,0.476,80,505
0,360,1,2.0,455.71167849999995,0.4,80,427
0,361,1,3.76,283.48528325,0.752,80,246
0,362,1,2.5,63.0913813075,0.5,80,143
0,363,1,6.98,543.6661652500001,1.3960000000000001,80,250
0,364,1,2.96,356.005190658,0.592,80,311
0,365,1,2.0475,290.36781637499996,0.4095,80,337
0,366,1,2.4199999999999995,771.945161,0.48399999999999993,80,506
0,367,1,2.96,670.127615183,0.592,80,426
0,368,1,13.97,77.55491211,2.7940000000000005,80,67
0,369,1,2.5,77.98797038500001,0.5,80,158
0,370,1,1.48,490.980275825,0.296,80,516
0,371,1,3.94,154.73879393375,0.788,80,178
0,372,1,1.28,262.45656710000003,0.256,80,406
0,373,1,3.97,169.367655925,0.794,80,185
0,374,1,2.88,119.55838410749999,0.576,80,183
0,375,1,7.47,161.92586995,1.494,80,132
0,376,1,2.97,597.1638907,0.5940000000000001,80,402
0,377,1,2.5,89.880572678,0.5,80,170
0,378,1,3.18,531.84985425,0.6360000000000001,80,366
0,379,1,3.796607142857143,68.59094933924999,0.7593214285714286,80,121
0,380,1,2.18,120.63225578625,0.43600000000000005,80,211
0,381,1,2.5,256.2872312,0.5,80,287
0,382,1,3.98,163.04130212500002,0.796,80,182
0,383,1,6.24,133.620641895,1.2480000000000002,80,131
0,384,1,3.28,468.89257185875005,0.656,80,339
0,385,1,2.97,191.961475875,0.5940000000000001,80,228
0,386,1,2.5,430.624326925,0.5,80,372
0,387,1,8.98,540.2749449500001,1.7960000000000003,80,220
0,388,1,2.8728571428571428,344.905073825,0.5745714285714286,80,310
0,389,1,2.48,876.2070752499999,0.496,80,532
0,390,1,2.8828571428571426,246.4342595,0.5765714285714285,80,262
0,391,1,3.3300000000000005,354.82713825,0.6660000000000001,80,292
0,392,1,2.5,180.75764624125,0.5,80,241
0,393,1,4.97,304.94997032500004,0.994,80,222
0,394,1,2.48,320.2862879775,0.496,80,322
0,395,1,2.0,1692.1732164999999,0.4,80,823
0,396,1,2.0,653.646435,0.4,80,512
0,397,1,8.98,1137.411626975,1.7960000000000003,80,319
0,398,1,4.93,675.132505125,0.986,80,331
0,399,1,2.0,469.75721259999995,0.4,80,434
0,400,1,4.98,247.37767177499998,0.9960000000000001,80,200
0,401,1,5.0,216.756097675,1.0,80,187
0,402,1,2.5,184.27609135,0.5,80,243
0,403,1,2.5,601.711036225,0.5,80,439
0,404,1,2.5,224.9067861625,0.5,80,269
0,405,1,8.98,116.264578625,1.7960000000000003,80,102
0,406,1,1.97,962.21902725,0.394,80,626
0,407,1,4.98,254.7711686,0.9960000000000001,80,203
0,408,1,6.72,523.02040544,1.344,80,250
0,409,1,3.47,87.8889885575,0.6940000000000001,80,143
0,410,1,3.94,65.560497665,0.788,80,116
0,411,1,3.4199999999999995,5742.59057125,0.6839999999999999,80,1160
0,412,1,8.98,383.830564325,1.7960000000000003,80,185
0,413,1,1.0,571.52399655,0.2,80,677
0,414,1,3.97,143.11863254,0.794,80,170
0,415,1,4.98,1060.478835,0.9960000000000001,80,413
0,416,1,2.98,413.915469175,0.596,80,334
0,417,1,3.5958928571428572,543.7195985,0.7191785714285714,80,348
0,418,1,1.0,1516.486814375,0.2,80,1102
0,419,1,2.5,205.34056582325,0.5,80,257
0,420,1,9.98,333.44244245000004,1.9960000000000002,80,164
0,421,1,7.979999999999999,110.87985479999999,1.5959999999999999,80,106
0,422,1,6.98,559.553216625,1.3960000000000001,80,254
0,423,1,5.97,246.918735375,1.194,80,182
0,424,1,3.74,238.11415095,0.7480000000000001,80,226
0,425,1,2.28,338.80296775,0.45599999999999996,80,345
0,426,1,4.88,759.0746670000001,0.976,80,353
0,427,1,3.796607142857143,92.77264031425,0.7593214285714286,80,140
0,428,1,2.5,140.3127057995,0.5,80,212
0,429,1,1.84,446.98719195,0.36800000000000005,80,441
0,430,1,5.98,406.146676325,1.1960000000000002,80,234
0,431,1,3.98,383.65550729999995,0.796,80,278
0,432,1,3.94,246.59596194999997,0.788,80,224
0,433,1,2.5,428.28104451925,0.5,80,371
0,434,1,2.0,608.1318425000001,0.4,80,494
0,435,1,1.0,926.171302875,0.2,80,861
0,436,1,2.564375,2804.89338025,0.5128750000000001,80,936
0,437,1,2.18,92.97642175249999,0.43600000000000005,80,185
0,438,1,5.44,269.39407365,1.088,80,200
0,439,1,2.5,422.804460325,0.5,80,368
0,440,1,7.979999999999999,127.13398620000001,1.5959999999999999,80,113
0,441,1,4.48,325.284626875,0.8960000000000001,80,242
0,442,1,4.93,91.6904844375,0.986,80,122
0,443,1,2.18,68.7733003555,0.43600000000000005,80,159
0,444,1,2.18,125.802685255,0.43600000000000005,80,215
0,445,1,2.5,218.97437087499998,0.5,80,265
0,446,1,2.56,301.373423585,0.512,80,307
0,447,1,4.48,720.191355975,0.8960000000000001,80,359
0,448,1,2.5,269.0445905225,0.5,80,294
0,449,1,2.5,218.77005095074998,0.5,80,265
0,450,1,2.98,174.10147949999998,0.596,80,217
0,451,1,2.5,374.95180515000004,0.5,80,347
0,452,1,1.6764285714285714,492.86596449999996,0.3352857142857143,80,485
0,453,1,13.98,96.7837098475,2.7960000000000003,80,75
0,454,1,2.18,82.15359407125,0.43600000000000005,80,174
0,455,1,2.38,909.75320059,0.476,80,553
0,456,1,2.5,567.1657485000001,0.5,80,427
0,457,1,7.979999999999999,124.6173225375,1.5959999999999999,80,112
0,458,1,5.94,1951.69039,1.1880000000000002,80,513
0,459,1,2.98,237.478915375,0.596,80,253
0,460,1,2.18,134.12396773749998,0.43600000000000005,80,222
0,461,1,2.25,879.6904480000001,0.45,80,560
0,462,1,5.98,290.8971195,1.1960000000000002,80,198
0,463,1,3.28,419.93436822675,0.656,80,321
0,464,1,10.97,440.3316738925,2.1940000000000004,80,180
0,465,1,7.87,340.5094805125,1.574,80,187
0,466,1,3.808482142857143,71.20321728,0.7616964285714287,80,123
0,467,1,7.82,391.89589854999997,1.564,80,201
0,468,1,6.26,111.9088670245,1.252,80,120
0,469,1,2.68,541.263040175,0.536,80,402
0,470,1,6.36,165.93480442499998,1.2720000000000002,80,145
0,471,1,1.0,615.8159562750001,0.2,80,702
0,472,1,3.22,236.50143530000003,0.6440000000000001,80,243
0,473,1,3.67,73.20204371999999,0.734,80,127
0,474,1,2.5,161.6299827675,0.5,80,228
0,475,1,10.0,174.9647237,2.0,80,119
0,476,1,2.0,365.513993,0.4,80,383
0,477,1,6.48,266.4600419975,1.2960000000000003,80,182
0,478,1,3.97,423.001512375,0.794,80,292
0,479,1,3.76,239.13021210000002,0.752,80,226
0,480,1,8.92,774.6575577,1.784,80,264
0,481,1,1.97,1084.19571975,0.394,80,664
0,482,1,3.76,168.24508674999998,0.752,80,190
0,483,1,2.5,201.6300940225,0.5,80,255
0,484,1,3.345982142857143,74.35824842875,0.6691964285714286,80,134
0,485,1,10.98,232.28230025,2.196,80,131
0,486,1,2.0475,338.1428102,0.4095,80,364
0,487,1,2.5,196.99829328075,0.5,80,252
0,488,1,6.98,396.78911577499997,1.3960000000000001,80,214
0,489,1,2.48,424.33605142500005,0.496,80,370
0,490,1,3.4199999999999995,4181.7891505,0.6839999999999999,80,990
0,491,1,1.28,493.897130025,0.256,80,556
0,492,1,2.5,266.210752925,0.5,80,292
0,493,1,2.564375,407.3083131,0.5128750000000001,80,357
0,494,1,3.97,459.89696772499997,0.794,80,305
0,495,1,7.979999999999999,94.03013815,1.5959999999999999,80,98
0,496,1,6.72,400.96804345,1.344,80,219
0,497,1,1.48,573.7096573,0.296,80,557
0,498,1,2.47,142.31177298,0.49400000000000005,80,215
0,499,1,3.98,538.369218075,0.796,80,329
0,500,1,1.58,422.67864275,0.31600000000000006,80,463
0,501,1,2.5,107.9697064615,0.5,80,186
0,502,1,2.5,305.7566739825,0.5,80,313
0,503,1,2.5,468.367206775,0.5,80,388
0,504,1,2.5,285.31281415,0.5,80,303
0,505,1,6.98,431.56202959999996,1.3960000000000001,80,223
0,506,1,3.28,73.46937102700001,0.656,80,134
