item_id,broad_dept_num,broad_dept_name,item_name_displayed
79,0,FOODS_1,FOODS_1_item_80
80,0,FOODS_1,FOODS_1_item_81
81,0,FOODS_1,FOODS_1_item_82
82,0,FOODS_1,FOODS_1_item_83
83,0,FOODS_1,FOODS_1_item_84
84,0,FOODS_1,FOODS_1_item_85
85,0,FOODS_1,FOODS_1_item_86
86,0,FOODS_1,FOODS_1_item_87
87,0,FOODS_1,FOODS_1_item_88
88,0,FOODS_1,FOODS_1_item_89
89,0,FOODS_1,FOODS_1_item_90
90,0,FOODS_1,FOODS_1_item_91
91,0,FOODS_1,FOODS_1_item_92
92,0,FOODS_1,FOODS_1_item_93
93,0,FOODS_1,FOODS_1_item_94
94,0,FOODS_1,FOODS_1_item_95
95,0,FOODS_1,FOODS_1_item_96
96,0,FOODS_1,FOODS_1_item_97
97,0,FOODS_1,FOODS_1_item_98
98,0,FOODS_1,FOODS_1_item_99
99,0,FOODS_1,FOODS_1_item_100
100,0,FOODS_1,FOODS_1_item_101
101,0,FOODS_1,FOODS_1_item_102
102,0,FOODS_1,FOODS_1_item_103
103,0,FOODS_1,FOODS_1_item_104
104,0,FOODS_1,FOODS_1_item_105
105,0,FOODS_1,FOODS_1_item_106
106,0,FOODS_1,FOODS_1_item_107
107,0,FOODS_1,FOODS_1_item_108
108,0,FOODS_1,FOODS_1_item_109
109,0,FOODS_1,FOODS_1_item_110
110,0,FOODS_1,FOODS_1_item_111
111,0,FOODS_1,FOODS_1_item_112
112,0,FOODS_1,FOODS_1_item_113
113,0,FOODS_1,FOODS_1_item_114
114,0,FOODS_1,FOODS_1_item_115
115,0,FOODS_1,FOODS_1_item_116
116,0,FOODS_1,FOODS_1_item_117
117,0,FOODS_1,FOODS_1_item_118
118,0,FOODS_1,FOODS_1_item_119
119,0,FOODS_1,FOODS_1_item_120
120,0,FOODS_1,FOODS_1_item_121
121,0,FOODS_1,FOODS_1_item_122
122,0,FOODS_1,FOODS_1_item_123
123,0,FOODS_1,FOODS_1_item_124
124,0,FOODS_1,FOODS_1_item_125
125,0,FOODS_1,FOODS_1_item_126
126,0,FOODS_1,FOODS_1_item_127
127,0,FOODS_1,FOODS_1_item_128
128,0,FOODS_1,FOODS_1_item_129
129,0,FOODS_1,FOODS_1_item_130
130,0,FOODS_1,FOODS_1_item_131
131,0,FOODS_1,FOODS_1_item_132
132,0,FOODS_1,FOODS_1_item_133
133,0,FOODS_1,FOODS_1_item_134
134,0,FOODS_1,FOODS_1_item_135
135,0,FOODS_1,FOODS_1_item_136
136,0,FOODS_1,FOODS_1_item_137
137,0,FOODS_1,FOODS_1_item_138
138,0,FOODS_1,FOODS_1_item_139
139,0,FOODS_1,FOODS_1_item_140
140,0,FOODS_1,FOODS_1_item_141
141,0,FOODS_1,FOODS_1_item_142
142,0,FOODS_1,FOODS_1_item_143
143,0,FOODS_1,FOODS_1_item_144
144,0,FOODS_1,FOODS_1_item_145
145,0,FOODS_1,FOODS_1_item_146
146,0,FOODS_1,FOODS_1_item_147
147,0,FOODS_1,FOODS_1_item_148
148,0,FOODS_1,FOODS_1_item_149
149,0,FOODS_1,FOODS_1_item_150
150,0,FOODS_1,FOODS_1_item_151
151,0,FOODS_1,FOODS_1_item_152
152,0,FOODS_1,FOODS_1_item_153
153,0,FOODS_1,FOODS_1_item_154
154,0,FOODS_1,FOODS_1_item_155
155,0,FOODS_1,FOODS_1_item_156
156,0,FOODS_1,FOODS_1_item_157
157,0,FOODS_1,FOODS_1_item_158
158,0,FOODS_1,FOODS_1_item_159
159,0,FOODS_1,FOODS_1_item_160
160,0,FOODS_1,FOODS_1_item_161
161,0,FOODS_1,FOODS_1_item_162
162,0,FOODS_1,FOODS_1_item_163
163,0,FOODS_1,FOODS_1_item_164
164,0,FOODS_1,FOODS_1_item_165
165,0,FOODS_1,FOODS_1_item_166
166,0,FOODS_1,FOODS_1_item_167
167,0,FOODS_1,FOODS_1_item_168
168,0,FOODS_1,FOODS_1_item_169
169,0,FOODS_1,FOODS_1_item_170
170,0,FOODS_1,FOODS_1_item_171
171,0,FOODS_1,FOODS_1_item_172
172,0,FOODS_1,FOODS_1_item_173
173,0,FOODS_1,FOODS_1_item_174
174,0,FOODS_1,FOODS_1_item_175
175,0,FOODS_1,FOODS_1_item_176
176,0,FOODS_1,FOODS_1_item_177
177,0,FOODS_1,FOODS_1_item_178
178,0,FOODS_1,FOODS_1_item_179
179,0,FOODS_1,FOODS_1_item_180
180,0,FOODS_1,FOODS_1_item_181
181,0,FOODS_1,FOODS_1_item_182
182,0,FOODS_1,FOODS_1_item_183
183,0,FOODS_1,FOODS_1_item_184
184,0,FOODS_1,FOODS_1_item_185
185,0,FOODS_1,FOODS_1_item_186
186,0,FOODS_1,FOODS_1_item_187
187,0,FOODS_1,FOODS_1_item_188
188,0,FOODS_1,FOODS_1_item_189
189,0,FOODS_1,FOODS_1_item_190
190,0,FOODS_1,FOODS_1_item_191
191,0,FOODS_1,FOODS_1_item_192
192,0,FOODS_1,FOODS_1_item_193
193,0,FOODS_1,FOODS_1_item_194
194,0,FOODS_1,FOODS_1_item_195
195,0,FOODS_1,FOODS_1_item_196
196,0,FOODS_1,FOODS_1_item_197
197,0,FOODS_1,FOODS_1_item_198
198,0,FOODS_1,FOODS_1_item_199
199,0,FOODS_1,FOODS_1_item_200
200,0,FOODS_1,FOODS_1_item_201
201,0,FOODS_1,FOODS_1_item_202
202,0,FOODS_1,FOODS_1_item_203
203,0,FOODS_1,FOODS_1_item_204
204,0,FOODS_1,FOODS_1_item_205
205,0,FOODS_1,FOODS_1_item_206
206,0,FOODS_1,FOODS_1_item_207
207,0,FOODS_1,FOODS_1_item_208
208,0,FOODS_1,FOODS_1_item_209
209,0,FOODS_1,FOODS_1_item_210
210,0,FOODS_1,FOODS_1_item_211
211,0,FOODS_1,FOODS_1_item_212
212,0,FOODS_1,FOODS_1_item_213
213,0,FOODS_1,FOODS_1_item_214
214,0,FOODS_1,FOODS_1_item_215
215,0,FOODS_1,FOODS_1_item_216
216,1,FOODS_2,FOODS_2_item_1
217,1,FOODS_2,FOODS_2_item_2
218,1,FOODS_2,FOODS_2_item_3
219,1,FOODS_2,FOODS_2_item_4
220,1,FOODS_2,FOODS_2_item_5
221,1,FOODS_2,FOODS_2_item_6
222,1,FOODS_2,FOODS_2_item_7
223,1,FOODS_2,FOODS_2_item_8
224,1,FOODS_2,FOODS_2_item_9
225,1,FOODS_2,FOODS_2_item_10
226,1,FOODS_2,FOODS_2_item_11
227,1,FOODS_2,FOODS_2_item_12
228,1,FOODS_2,FOODS_2_item_13
229,1,FOODS_2,FOODS_2_item_14
230,1,FOODS_2,FOODS_2_item_15
231,1,FOODS_2,FOODS_2_item_16
232,1,FOODS_2,FOODS_2_item_17
233,1,FOODS_2,FOODS_2_item_18
234,1,FOODS_2,FOODS_2_item_19
235,1,FOODS_2,FOODS_2_item_20
236,1,FOODS_2,FOODS_2_item_21
237,1,FOODS_2,FOODS_2_item_22
238,1,FOODS_2,FOODS_2_item_23
239,1,FOODS_2,FOODS_2_item_24
240,1,FOODS_2,FOODS_2_item_25
241,1,FOODS_2,FOODS_2_item_26
242,1,FOODS_2,FOODS_2_item_27
243,1,FOODS_2,FOODS_2_item_28
244,1,FOODS_2,FOODS_2_item_29
245,1,FOODS_2,FOODS_2_item_30
246,1,FOODS_2,FOODS_2_item_31
247,1,FOODS_2,FOODS_2_item_32
248,1,FOODS_2,FOODS_2_item_33
249,1,FOODS_2,FOODS_2_item_34
250,1,FOODS_2,FOODS_2_item_35
251,1,FOODS_2,FOODS_2_item_36
252,1,FOODS_2,FOODS_2_item_37
253,1,FOODS_2,FOODS_2_item_38
254,1,FOODS_2,FOODS_2_item_39
255,1,FOODS_2,FOODS_2_item_40
256,1,FOODS_2,FOODS_2_item_41
257,1,FOODS_2,FOODS_2_item_42
258,1,FOODS_2,FOODS_2_item_43
259,1,FOODS_2,FOODS_2_item_44
260,1,FOODS_2,FOODS_2_item_45
261,1,FOODS_2,FOODS_2_item_46
262,1,FOODS_2,FOODS_2_item_47
263,1,FOODS_2,FOODS_2_item_48
264,1,FOODS_2,FOODS_2_item_49
265,1,FOODS_2,FOODS_2_item_50
266,1,FOODS_2,FOODS_2_item_51
267,1,FOODS_2,FOODS_2_item_52
268,1,FOODS_2,FOODS_2_item_53
269,1,FOODS_2,FOODS_2_item_54
270,1,FOODS_2,FOODS_2_item_55
271,1,FOODS_2,FOODS_2_item_56
272,1,FOODS_2,FOODS_2_item_57
273,1,FOODS_2,FOODS_2_item_58
274,1,FOODS_2,FOODS_2_item_59
275,1,FOODS_2,FOODS_2_item_60
276,1,FOODS_2,FOODS_2_item_61
277,1,FOODS_2,FOODS_2_item_62
278,1,FOODS_2,FOODS_2_item_63
279,1,FOODS_2,FOODS_2_item_64
280,1,FOODS_2,FOODS_2_item_65
281,1,FOODS_2,FOODS_2_item_66
282,1,FOODS_2,FOODS_2_item_67
283,1,FOODS_2,FOODS_2_item_68
284,1,FOODS_2,FOODS_2_item_69
285,1,FOODS_2,FOODS_2_item_70
286,1,FOODS_2,FOODS_2_item_71
287,1,FOODS_2,FOODS_2_item_72
288,1,FOODS_2,FOODS_2_item_73
289,1,FOODS_2,FOODS_2_item_74
290,1,FOODS_2,FOODS_2_item_75
291,1,FOODS_2,FOODS_2_item_76
292,1,FOODS_2,FOODS_2_item_77
293,1,FOODS_2,FOODS_2_item_78
294,1,FOODS_2,FOODS_2_item_79
295,1,FOODS_2,FOODS_2_item_80
296,1,FOODS_2,FOODS_2_item_81
297,1,FOODS_2,FOODS_2_item_82
298,1,FOODS_2,FOODS_2_item_83
299,1,FOODS_2,FOODS_2_item_84
300,1,FOODS_2,FOODS_2_item_85
301,1,FOODS_2,FOODS_2_item_86
302,1,FOODS_2,FOODS_2_item_87
303,1,FOODS_2,FOODS_2_item_88
304,1,FOODS_2,FOODS_2_item_89
305,1,FOODS_2,FOODS_2_item_90
306,1,FOODS_2,FOODS_2_item_91
307,1,FOODS_2,FOODS_2_item_92
308,1,FOODS_2,FOODS_2_item_93
309,1,FOODS_2,FOODS_2_item_94
310,1,FOODS_2,FOODS_2_item_95
311,1,FOODS_2,FOODS_2_item_96
312,1,FOODS_2,FOODS_2_item_97
313,1,FOODS_2,FOODS_2_item_98
314,1,FOODS_2,FOODS_2_item_99
315,1,FOODS_2,FOODS_2_item_100
316,1,FOODS_2,FOODS_2_item_101
317,1,FOODS_2,FOODS_2_item_102
318,1,FOODS_2,FOODS_2_item_103
319,1,FOODS_2,FOODS_2_item_104
320,1,FOODS_2,FOODS_2_item_105
321,1,FOODS_2,FOODS_2_item_106
322,1,FOODS_2,FOODS_2_item_107
323,1,FOODS_2,FOODS_2_item_108
324,1,FOODS_2,FOODS_2_item_109
325,1,FOODS_2,FOODS_2_item_110
326,1,FOODS_2,FOODS_2_item_111
327,1,FOODS_2,FOODS_2_item_112
328,1,FOODS_2,FOODS_2_item_113
329,1,FOODS_2,FOODS_2_item_114
330,1,FOODS_2,FOODS_2_item_115
331,1,FOODS_2,FOODS_2_item_116
332,1,FOODS_2,FOODS_2_item_117
333,1,FOODS_2,FOODS_2_item_118
334,1,FOODS_2,FOODS_2_item_119
335,1,FOODS_2,FOODS_2_item_120
336,1,FOODS_2,FOODS_2_item_121
337,1,FOODS_2,FOODS_2_item_122
338,1,FOODS_2,FOODS_2_item_123
339,1,FOODS_2,FOODS_2_item_124
340,1,FOODS_2,FOODS_2_item_125
341,1,FOODS_2,FOODS_2_item_126
342,1,FOODS_2,FOODS_2_item_127
343,1,FOODS_2,FOODS_2_item_128
344,1,FOODS_2,FOODS_2_item_129
345,1,FOODS_2,FOODS_2_item_130
346,1,FOODS_2,FOODS_2_item_131
347,1,FOODS_2,FOODS_2_item_132
348,1,FOODS_2,FOODS_2_item_133
349,1,FOODS_2,FOODS_2_item_134
350,1,FOODS_2,FOODS_2_item_135
351,1,FOODS_2,FOODS_2_item_136
352,1,FOODS_2,FOODS_2_item_137
353,1,FOODS_2,FOODS_2_item_138
354,1,FOODS_2,FOODS_2_item_139
355,1,FOODS_2,FOODS_2_item_140
356,1,FOODS_2,FOODS_2_item_141
357,1,FOODS_2,FOODS_2_item_142
358,1,FOODS_2,FOODS_2_item_143
359,1,FOODS_2,FOODS_2_item_144
360,1,FOODS_2,FOODS_2_item_145
361,1,FOODS_2,FOODS_2_item_146
362,1,FOODS_2,FOODS_2_item_147
363,1,FOODS_2,FOODS_2_item_148
364,1,FOODS_2,FOODS_2_item_149
365,1,FOODS_2,FOODS_2_item_150
366,1,FOODS_2,FOODS_2_item_151
367,1,FOODS_2,FOODS_2_item_152
368,1,FOODS_2,FOODS_2_item_153
369,1,FOODS_2,FOODS_2_item_154
370,1,FOODS_2,FOODS_2_item_155
371,1,FOODS_2,FOODS_2_item_156
372,1,FOODS_2,FOODS_2_item_157
373,1,FOODS_2,FOODS_2_item_158
374,1,FOODS_2,FOODS_2_item_159
375,1,FOODS_2,FOODS_2_item_160
376,1,FOODS_2,FOODS_2_item_161
377,1,FOODS_2,FOODS_2_item_162
378,1,FOODS_2,FOODS_2_item_163
379,1,FOODS_2,FOODS_2_item_164
380,1,FOODS_2,FOODS_2_item_165
381,1,FOODS_2,FOODS_2_item_166
382,1,FOODS_2,FOODS_2_item_167
383,1,FOODS_2,FOODS_2_item_168
384,1,FOODS_2,FOODS_2_item_169
385,1,FOODS_2,FOODS_2_item_170
386,1,FOODS_2,FOODS_2_item_171
387,1,FOODS_2,FOODS_2_item_172
388,1,FOODS_2,FOODS_2_item_173
389,1,FOODS_2,FOODS_2_item_174
390,1,FOODS_2,FOODS_2_item_175
391,1,FOODS_2,FOODS_2_item_176
392,1,FOODS_2,FOODS_2_item_177
393,1,FOODS_2,FOODS_2_item_178
394,1,FOODS_2,FOODS_2_item_179
395,1,FOODS_2,FOODS_2_item_180
396,1,FOODS_2,FOODS_2_item_181
397,1,FOODS_2,FOODS_2_item_182
398,1,FOODS_2,FOODS_2_item_183
399,1,FOODS_2,FOODS_2_item_184
400,1,FOODS_2,FOODS_2_item_185
401,1,FOODS_2,FOODS_2_item_186
402,1,FOODS_2,FOODS_2_item_187
403,1,FOODS_2,FOODS_2_item_188
404,1,FOODS_2,FOODS_2_item_189
405,1,FOODS_2,FOODS_2_item_190
406,1,FOODS_2,FOODS_2_item_191
407,1,FOODS_2,FOODS_2_item_192
408,1,FOODS_2,FOODS_2_item_193
409,1,FOODS_2,FOODS_2_item_194
410,1,FOODS_2,FOODS_2_item_195
411,1,FOODS_2,FOODS_2_item_196
412,1,FOODS_2,FOODS_2_item_197
413,1,FOODS_2,FOODS_2_item_198
414,1,FOODS_2,FOODS_2_item_199
415,1,FOODS_2,FOODS_2_item_200
416,1,FOODS_2,FOODS_2_item_201
417,1,FOODS_2,FOODS_2_item_202
418,1,FOODS_2,FOODS_2_item_203
419,1,FOODS_2,FOODS_2_item_204
420,1,FOODS_2,FOODS_2_item_205
421,1,FOODS_2,FOODS_2_item_206
422,1,FOODS_2,FOODS_2_item_207
423,1,FOODS_2,FOODS_2_item_208
424,1,FOODS_2,FOODS_2_item_209
425,1,FOODS_2,FOODS_2_item_210
426,1,FOODS_2,FOODS_2_item_211
427,1,FOODS_2,FOODS_2_item_212
428,1,FOODS_2,FOODS_2_item_213
429,1,FOODS_2,FOODS_2_item_214
430,1,FOODS_2,FOODS_2_item_215
431,1,FOODS_2,FOODS_2_item_216
432,1,FOODS_2,FOODS_2_item_217
433,1,FOODS_2,FOODS_2_item_218
434,1,FOODS_2,FOODS_2_item_219
435,1,FOODS_2,FOODS_2_item_220
436,1,FOODS_2,FOODS_2_item_221
437,1,FOODS_2,FOODS_2_item_222
438,1,FOODS_2,FOODS_2_item_223
439,1,FOODS_2,FOODS_2_item_224
440,1,FOODS_2,FOODS_2_item_225
441,1,FOODS_2,FOODS_2_item_226
442,1,FOODS_2,FOODS_2_item_227
443,1,FOODS_2,FOODS_2_item_228
444,1,FOODS_2,FOODS_2_item_229
445,1,FOODS_2,FOODS_2_item_230
446,1,FOODS_2,FOODS_2_item_231
447,1,FOODS_2,FOODS_2_item_232
448,1,FOODS_2,FOODS_2_item_233
449,1,FOODS_2,FOODS_2_item_234
450,1,FOODS_2,FOODS_2_item_235
451,1,FOODS_2,FOODS_2_item_236
452,1,FOODS_2,FOODS_2_item_237
453,1,FOODS_2,FOODS_2_item_238
454,1,FOODS_2,FOODS_2_item_239
455,1,FOODS_2,FOODS_2_item_240
456,1,FOODS_2,FOODS_2_item_241
457,1,FOODS_2,FOODS_2_item_242
458,1,FOODS_2,FOODS_2_item_243
459,1,FOODS_2,FOODS_2_item_244
460,1,FOODS_2,FOODS_2_item_245
461,1,FOODS_2,FOODS_2_item_246
462,1,FOODS_2,FOODS_2_item_247
463,1,FOODS_2,FOODS_2_item_248
464,1,FOODS_2,FOODS_2_item_249
465,1,FOODS_2,FOODS_2_item_250
466,1,FOODS_2,FOODS_2_item_251
467,1,FOODS_2,FOODS_2_item_252
468,1,FOODS_2,FOODS_2_item_253
469,1,FOODS_2,FOODS_2_item_254
470,1,FOODS_2,FOODS_2_item_255
471,1,FOODS_2,FOODS_2_item_256
472,1,FOODS_2,FOODS_2_item_257
473,1,FOODS_2,FOODS_2_item_258
474,1,FOODS_2,FOODS_2_item_259
475,1,FOODS_2,FOODS_2_item_260
476,1,FOODS_2,FOODS_2_item_261
477,1,FOODS_2,FOODS_2_item_262
478,1,FOODS_2,FOODS_2_item_263
479,1,FOODS_2,FOODS_2_item_264
480,1,FOODS_2,FOODS_2_item_265
481,1,FOODS_2,FOODS_2_item_266
482,1,FOODS_2,FOODS_2_item_267
483,1,FOODS_2,FOODS_2_item_268
484,1,FOODS_2,FOODS_2_item_269
485,1,FOODS_2,FOODS_2_item_270
486,1,FOODS_2,FOODS_2_item_271
487,1,FOODS_2,FOODS_2_item_272
488,1,FOODS_2,FOODS_2_item_273
489,1,FOODS_2,FOODS_2_item_274
490,1,FOODS_2,FOODS_2_item_275
491,1,FOODS_2,FOODS_2_item_276
492,1,FOODS_2,FOODS_2_item_277
493,1,FOODS_2,FOODS_2_item_278
494,1,FOODS_2,FOODS_2_item_279
495,1,FOODS_2,FOODS_2_item_280
496,1,FOODS_2,FOODS_2_item_281
497,1,FOODS_2,FOODS_2_item_282
498,1,FOODS_2,FOODS_2_item_283
499,1,FOODS_2,FOODS_2_item_284
500,1,FOODS_2,FOODS_2_item_285
501,1,FOODS_2,FOODS_2_item_286
502,1,FOODS_2,FOODS_2_item_287
503,1,FOODS_2,FOODS_2_item_288
504,1,FOODS_2,FOODS_2_item_289
505,1,FOODS_2,FOODS_2_item_290
506,1,FOODS_2,FOODS_2_item_291
507,1,FOODS_2,FOODS_2_item_292
508,1,FOODS_2,FOODS_2_item_293
509,1,FOODS_2,FOODS_2_item_294
510,1,FOODS_2,FOODS_2_item_295
511,1,FOODS_2,FOODS_2_item_296
512,1,FOODS_2,FOODS_2_item_297
513,1,FOODS_2,FOODS_2_item_298
514,1,FOODS_2,FOODS_2_item_299
515,1,FOODS_2,FOODS_2_item_300
516,1,FOODS_2,FOODS_2_item_301
517,1,FOODS_2,FOODS_2_item_302
518,1,FOODS_2,FOODS_2_item_303
519,1,FOODS_2,FOODS_2_item_304
520,1,FOODS_2,FOODS_2_item_305
521,1,FOODS_2,FOODS_2_item_306
522,1,FOODS_2,FOODS_2_item_307
523,1,FOODS_2,FOODS_2_item_308
524,1,FOODS_2,FOODS_2_item_309
525,1,FOODS_2,FOODS_2_item_310
526,1,FOODS_2,FOODS_2_item_311
527,1,FOODS_2,FOODS_2_item_312
528,1,FOODS_2,FOODS_2_item_313
529,1,FOODS_2,FOODS_2_item_314
530,1,FOODS_2,FOODS_2_item_315
531,1,FOODS_2,FOODS_2_item_316
532,1,FOODS_2,FOODS_2_item_317
533,1,FOODS_2,FOODS_2_item_318
534,1,FOODS_2,FOODS_2_item_319
535,1,FOODS_2,FOODS_2_item_320
536,1,FOODS_2,FOODS_2_item_321
537,1,FOODS_2,FOODS_2_item_322
538,1,FOODS_2,FOODS_2_item_323
539,1,FOODS_2,FOODS_2_item_324
540,1,FOODS_2,FOODS_2_item_325
541,1,FOODS_2,FOODS_2_item_326
542,1,FOODS_2,FOODS_2_item_327
543,1,FOODS_2,FOODS_2_item_328
544,1,FOODS_2,FOODS_2_item_329
545,1,FOODS_2,FOODS_2_item_330
546,1,FOODS_2,FOODS_2_item_331
547,1,FOODS_2,FOODS_2_item_332
548,1,FOODS_2,FOODS_2_item_333
549,1,FOODS_2,FOODS_2_item_334
550,1,FOODS_2,FOODS_2_item_335
551,1,FOODS_2,FOODS_2_item_336
552,1,FOODS_2,FOODS_2_item_337
553,1,FOODS_2,FOODS_2_item_338
554,1,FOODS_2,FOODS_2_item_339
555,1,FOODS_2,FOODS_2_item_340
556,1,FOODS_2,FOODS_2_item_341
557,1,FOODS_2,FOODS_2_item_342
558,1,FOODS_2,FOODS_2_item_343
559,1,FOODS_2,FOODS_2_item_344
560,1,FOODS_2,FOODS_2_item_345
561,1,FOODS_2,FOODS_2_item_346
562,1,FOODS_2,FOODS_2_item_347
563,1,FOODS_2,FOODS_2_item_348
564,1,FOODS_2,FOODS_2_item_349
565,1,FOODS_2,FOODS_2_item_350
566,1,FOODS_2,FOODS_2_item_351
567,1,FOODS_2,FOODS_2_item_352
568,1,FOODS_2,FOODS_2_item_353
569,1,FOODS_2,FOODS_2_item_354
570,1,FOODS_2,FOODS_2_item_355
571,1,FOODS_2,FOODS_2_item_356
572,1,FOODS_2,FOODS_2_item_357
573,1,FOODS_2,FOODS_2_item_358
574,1,FOODS_2,FOODS_2_item_359
575,1,FOODS_2,FOODS_2_item_360
576,1,FOODS_2,FOODS_2_item_361
577,1,FOODS_2,FOODS_2_item_362
578,1,FOODS_2,FOODS_2_item_363
579,1,FOODS_2,FOODS_2_item_364
580,1,FOODS_2,FOODS_2_item_365
581,1,FOODS_2,FOODS_2_item_366
582,1,FOODS_2,FOODS_2_item_367
583,1,FOODS_2,FOODS_2_item_368
584,1,FOODS_2,FOODS_2_item_369
585,1,FOODS_2,FOODS_2_item_370
586,1,FOODS_2,FOODS_2_item_371
587,1,FOODS_2,FOODS_2_item_372
588,1,FOODS_2,FOODS_2_item_373
589,1,FOODS_2,FOODS_2_item_374
590,1,FOODS_2,FOODS_2_item_375
591,1,FOODS_2,FOODS_2_item_376
592,1,FOODS_2,FOODS_2_item_377
593,1,FOODS_2,FOODS_2_item_378
594,1,FOODS_2,FOODS_2_item_379
595,1,FOODS_2,FOODS_2_item_380
596,1,FOODS_2,FOODS_2_item_381
597,1,FOODS_2,FOODS_2_item_382
598,1,FOODS_2,FOODS_2_item_383
599,1,FOODS_2,FOODS_2_item_384
600,1,FOODS_2,FOODS_2_item_385
601,1,FOODS_2,FOODS_2_item_386
602,1,FOODS_2,FOODS_2_item_387
603,1,FOODS_2,FOODS_2_item_388
604,1,FOODS_2,FOODS_2_item_389
605,1,FOODS_2,FOODS_2_item_390
606,1,FOODS_2,FOODS_2_item_391
607,1,FOODS_2,FOODS_2_item_392
608,1,FOODS_2,FOODS_2_item_393
609,1,FOODS_2,FOODS_2_item_394
610,1,FOODS_2,FOODS_2_item_395
611,1,FOODS_2,FOODS_2_item_396
612,1,FOODS_2,FOODS_2_item_397
613,1,FOODS_2,FOODS_2_item_398
614,2,FOODS_3,FOODS_3_item_1
615,2,FOODS_3,FOODS_3_item_2
616,2,FOODS_3,FOODS_3_item_3
617,2,FOODS_3,FOODS_3_item_4
618,2,FOODS_3,FOODS_3_item_5
619,2,FOODS_3,FOODS_3_item_6
620,2,FOODS_3,FOODS_3_item_7
621,2,FOODS_3,FOODS_3_item_8
622,2,FOODS_3,FOODS_3_item_9
623,2,FOODS_3,FOODS_3_item_10
624,2,FOODS_3,FOODS_3_item_11
625,2,FOODS_3,FOODS_3_item_12
626,2,FOODS_3,FOODS_3_item_13
627,2,FOODS_3,FOODS_3_item_14
628,2,FOODS_3,FOODS_3_item_15
629,2,FOODS_3,FOODS_3_item_16
630,2,FOODS_3,FOODS_3_item_17
631,2,FOODS_3,FOODS_3_item_18
632,2,FOODS_3,FOODS_3_item_19
