date,d,wday,is_holiday,wm_yr_wk,snap_CA,snap_TX,snap_WI,is_weekend
2011-11-29,d_305,4,0,11144,0,0,0,0
2011-11-30,d_306,5,0,11144,0,0,0,0
2011-12-01,d_307,6,0,11144,1,1,0,0
2011-12-02,d_308,7,0,11144,1,0,1,0
2011-12-03,d_309,1,0,11145,1,1,1,1
2011-12-04,d_310,2,0,11145,1,0,0,1
2011-12-05,d_311,3,0,11145,1,1,1,0
2011-12-06,d_312,4,0,11145,1,1,1,0
2011-12-07,d_313,5,0,11145,1,1,0,0
2011-12-08,d_314,6,0,11145,1,0,1,0
2011-12-09,d_315,7,0,11145,1,1,1,0
2011-12-10,d_316,1,0,11146,1,0,0,1
2011-12-11,d_317,2,0,11146,0,1,1,1
2011-12-12,d_318,3,0,11146,0,1,1,0
2011-12-13,d_319,4,0,11146,0,1,0,0
2011-12-14,d_320,5,0,11146,0,0,1,0
2011-12-15,d_321,6,0,11146,0,1,1,0
2011-12-16,d_322,7,0,11146,0,0,0,0
2011-12-17,d_323,1,0,11147,0,0,0,1
2011-12-18,d_324,2,0,11147,0,0,0,1
2011-12-19,d_325,3,0,11147,0,0,0,0
2011-12-20,d_326,4,0,11147,0,0,0,0
2011-12-21,d_327,5,0,11147,0,0,0,0
2011-12-22,d_328,6,0,11147,0,0,0,0
2011-12-23,d_329,7,0,11147,0,0,0,0
2011-12-24,d_330,1,0,11148,0,0,0,1
2011-12-25,d_331,2,1,11148,0,0,0,1
2011-12-26,d_332,3,0,11148,0,0,0,0
2011-12-27,d_333,4,0,11148,0,0,0,0
2011-12-28,d_334,5,1,11148,0,0,0,0
2011-12-29,d_335,6,0,11148,0,0,0,0
2011-12-30,d_336,7,0,11148,0,0,0,0
2011-12-31,d_337,1,0,11149,0,0,0,1
2012-01-01,d_338,2,1,11149,1,1,0,1
2012-01-02,d_339,3,0,11149,1,0,1,0
2012-01-03,d_340,4,0,11149,1,1,1,0
2012-01-04,d_341,5,0,11149,1,0,0,0
2012-01-05,d_342,6,0,11149,1,1,1,0
2012-01-06,d_343,7,0,11149,1,1,1,0
2012-01-07,d_344,1,1,11150,1,1,0,1
2012-01-08,d_345,2,0,11150,1,0,1,1
2012-01-09,d_346,3,0,11150,1,1,1,0
2012-01-10,d_347,4,0,11150,1,0,0,0
2012-01-11,d_348,5,0,11150,0,1,1,0
2012-01-12,d_349,6,0,11150,0,1,1,0
2012-01-13,d_350,7,0,11150,0,1,0,0
2012-01-14,d_351,1,0,11151,0,0,1,1
2012-01-15,d_352,2,0,11151,0,1,1,1
2012-01-16,d_353,3,1,11151,0,0,0,0
2012-01-17,d_354,4,0,11151,0,0,0,0
2012-01-18,d_355,5,0,11151,0,0,0,0
2012-01-19,d_356,6,0,11151,0,0,0,0
2012-01-20,d_357,7,0,11151,0,0,0,0
2012-01-21,d_358,1,0,11152,0,0,0,1
2012-01-22,d_359,2,0,11152,0,0,0,1
2012-01-23,d_360,3,0,11152,0,0,0,0
2012-01-24,d_361,4,0,11152,0,0,0,0
2012-01-25,d_362,5,0,11152,0,0,0,0
2012-01-26,d_363,6,0,11152,0,0,0,0
2012-01-27,d_364,7,0,11152,0,0,0,0
2012-01-28,d_365,1,0,11201,0,0,0,1
2012-01-29,d_366,2,0,11201,0,0,0,1
2012-01-30,d_367,3,0,11201,0,0,0,0
2012-01-31,d_368,4,0,11201,0,0,0,0
2012-02-01,d_369,5,0,11201,1,1,0,0
2012-02-02,d_370,6,0,11201,1,0,1,0
2012-02-03,d_371,7,0,11201,1,1,1,0
2012-02-04,d_372,1,0,11202,1,0,0,1
2012-02-05,d_373,2,1,11202,1,1,1,1
2012-02-06,d_374,3,0,11202,1,1,1,0
2012-02-07,d_375,4,0,11202,1,1,0,0
2012-02-08,d_376,5,0,11202,1,0,1,0
2012-02-09,d_377,6,0,11202,1,1,1,0
2012-02-10,d_378,7,0,11202,1,0,0,0
2012-02-11,d_379,1,0,11203,0,1,1,1
2012-02-12,d_380,2,0,11203,0,1,1,1
2012-02-13,d_381,3,0,11203,0,1,0,0
2012-02-14,d_382,4,1,11203,0,0,1,0
2012-02-15,d_383,5,0,11203,0,1,1,0
2012-02-16,d_384,6,0,11203,0,0,0,0
2012-02-17,d_385,7,0,11203,0,0,0,0
2012-02-18,d_386,1,0,11204,0,0,0,1
2012-02-19,d_387,2,0,11204,0,0,0,1
2012-02-20,d_388,3,1,11204,0,0,0,0
2012-02-21,d_389,4,0,11204,0,0,0,0
2012-02-22,d_390,5,1,11204,0,0,0,0
2012-02-23,d_391,6,0,11204,0,0,0,0
2012-02-24,d_392,7,0,11204,0,0,0,0
2012-02-25,d_393,1,0,11205,0,0,0,1
2012-02-26,d_394,2,0,11205,0,0,0,1
2012-02-27,d_395,3,0,11205,0,0,0,0
2012-02-28,d_396,4,0,11205,0,0,0,0
2012-02-29,d_397,5,1,11205,0,0,0,0
2012-03-01,d_398,6,0,11205,1,1,0,0
2012-03-02,d_399,7,0,11205,1,0,1,0
2012-03-03,d_400,1,0,11206,1,1,1,1
2012-03-04,d_401,2,0,11206,1,0,0,1
2012-03-05,d_402,3,0,11206,1,1,1,0
2012-03-06,d_403,4,0,11206,1,1,1,0
2012-03-07,d_404,5,0,11206,1,1,0,0
2012-03-08,d_405,6,1,11206,1,0,1,0
2012-03-09,d_406,7,0,11206,1,1,1,0
2012-03-10,d_407,1,0,11207,1,0,0,1
2012-03-11,d_408,2,0,11207,0,1,1,1
2012-03-12,d_409,3,0,11207,0,1,1,0
2012-03-13,d_410,4,0,11207,0,1,0,0
2012-03-14,d_411,5,0,11207,0,0,1,0
2012-03-15,d_412,6,0,11207,0,1,1,0
2012-03-16,d_413,7,0,11207,0,0,0,0
2012-03-17,d_414,1,1,11208,0,0,0,1
2012-03-18,d_415,2,0,11208,0,0,0,1
2012-03-19,d_416,3,0,11208,0,0,0,0
2012-03-20,d_417,4,0,11208,0,0,0,0
2012-03-21,d_418,5,0,11208,0,0,0,0
2012-03-22,d_419,6,0,11208,0,0,0,0
2012-03-23,d_420,7,0,11208,0,0,0,0
2012-03-24,d_421,1,0,11209,0,0,0,1
2012-03-25,d_422,2,0,11209,0,0,0,1
2012-03-26,d_423,3,0,11209,0,0,0,0
2012-03-27,d_424,4,0,11209,0,0,0,0
2012-03-28,d_425,5,0,11209,0,0,0,0
2012-03-29,d_426,6,0,11209,0,0,0,0
2012-03-30,d_427,7,0,11209,0,0,0,0
2012-03-31,d_428,1,0,11210,0,0,0,1
2012-04-01,d_429,2,0,11210,1,1,0,1
2012-04-02,d_430,3,0,11210,1,0,1,0
2012-04-03,d_431,4,0,11210,1,1,1,0
2012-04-04,d_432,5,0,11210,1,0,0,0
2012-04-05,d_433,6,0,11210,1,1,1,0
2012-04-06,d_434,7,0,11210,1,1,1,0
2012-04-07,d_435,1,0,11211,1,1,0,1
2012-04-08,d_436,2,1,11211,1,0,1,1
2012-04-09,d_437,3,0,11211,1,1,1,0
2012-04-10,d_438,4,0,11211,1,0,0,0
2012-04-11,d_439,5,0,11211,0,1,1,0
2012-04-12,d_440,6,0,11211,0,1,1,0
2012-04-13,d_441,7,0,11211,0,1,0,0
2012-04-14,d_442,1,1,11212,0,0,1,1
2012-04-15,d_443,2,1,11212,0,1,1,1
2012-04-16,d_444,3,0,11212,0,0,0,0
2012-04-17,d_445,4,0,11212,0,0,0,0
2012-04-18,d_446,5,0,11212,0,0,0,0
2012-04-19,d_447,6,0,11212,0,0,0,0
2012-04-20,d_448,7,0,11212,0,0,0,0
2012-04-21,d_449,1,0,11213,0,0,0,1
2012-04-22,d_450,2,0,11213,0,0,0,1
2012-04-23,d_451,3,0,11213,0,0,0,0
2012-04-24,d_452,4,0,11213,0,0,0,0
2012-04-25,d_453,5,0,11213,0,0,0,0
2012-04-26,d_454,6,0,11213,0,0,0,0
2012-04-27,d_455,7,0,11213,0,0,0,0
2012-04-28,d_456,1,0,11214,0,0,0,1
2012-04-29,d_457,2,0,11214,0,0,0,1
2012-04-30,d_458,3,0,11214,0,0,0,0
2012-05-01,d_459,4,0,11214,1,1,0,0
2012-05-02,d_460,5,0,11214,1,0,1,0
2012-05-03,d_461,6,0,11214,1,1,1,0
2012-05-04,d_462,7,0,11214,1,0,0,0
2012-05-05,d_463,1,1,11215,1,1,1,1
2012-05-06,d_464,2,0,11215,1,1,1,1
2012-05-07,d_465,3,0,11215,1,1,0,0
2012-05-08,d_466,4,0,11215,1,0,1,0
2012-05-09,d_467,5,0,11215,1,1,1,0
2012-05-10,d_468,6,0,11215,1,0,0,0
2012-05-11,d_469,7,0,11215,0,1,1,0
2012-05-12,d_470,1,0,11216,0,1,1,1
2012-05-13,d_471,2,1,11216,0,1,0,1
2012-05-14,d_472,3,0,11216,0,0,1,0
2012-05-15,d_473,4,0,11216,0,1,1,0
2012-05-16,d_474,5,0,11216,0,0,0,0
2012-05-17,d_475,6,0,11216,0,0,0,0
2012-05-18,d_476,7,0,11216,0,0,0,0
2012-05-19,d_477,1,0,11217,0,0,0,1
2012-05-20,d_478,2,0,11217,0,0,0,1
2012-05-21,d_479,3,0,11217,0,0,0,0
2012-05-22,d_480,4,0,11217,0,0,0,0
2012-05-23,d_481,5,0,11217,0,0,0,0
2012-05-24,d_482,6,0,11217,0,0,0,0
2012-05-25,d_483,7,0,11217,0,0,0,0
2012-05-26,d_484,1,0,11218,0,0,0,1
2012-05-27,d_485,2,0,11218,0,0,0,1
2012-05-28,d_486,3,1,11218,0,0,0,0
2012-05-29,d_487,4,0,11218,0,0,0,0
2012-05-30,d_488,5,0,11218,0,0,0,0
2012-05-31,d_489,6,0,11218,0,0,0,0
2012-06-01,d_490,7,0,11218,1,1,0,0
2012-06-02,d_491,1,0,11219,1,0,1,1
2012-06-03,d_492,2,0,11219,1,1,1,1
2012-06-04,d_493,3,0,11219,1,0,0,0
2012-06-05,d_494,4,0,11219,1,1,1,0
2012-06-06,d_495,5,0,11219,1,1,1,0
2012-06-07,d_496,6,0,11219,1,1,0,0
2012-06-08,d_497,7,0,11219,1,0,1,0
2012-06-09,d_498,1,0,11220,1,1,1,1
2012-06-10,d_499,2,0,11220,1,0,0,1
2012-06-11,d_500,3,0,11220,0,1,1,0
2012-06-12,d_501,4,1,11220,0,1,1,0
2012-06-13,d_502,5,0,11220,0,1,0,0
2012-06-14,d_503,6,0,11220,0,0,1,0
2012-06-15,d_504,7,0,11220,0,1,1,0
2012-06-16,d_505,1,0,11221,0,0,0,1
2012-06-17,d_506,2,1,11221,0,0,0,1
2012-06-18,d_507,3,0,11221,0,0,0,0
2012-06-19,d_508,4,0,11221,0,0,0,0
2012-06-20,d_509,5,0,11221,0,0,0,0
2012-06-21,d_510,6,1,11221,0,0,0,0
2012-06-22,d_511,7,0,11221,0,0,0,0
2012-06-23,d_512,1,0,11222,0,0,0,1
2012-06-24,d_513,2,0,11222,0,0,0,1
2012-06-25,d_514,3,0,11222,0,0,0,0
2012-06-26,d_515,4,0,11222,0,0,0,0
2012-06-27,d_516,5,0,11222,0,0,0,0
2012-06-28,d_517,6,0,11222,0,0,0,0
2012-06-29,d_518,7,0,11222,0,0,0,0
2012-06-30,d_519,1,0,11223,0,0,0,1
2012-07-01,d_520,2,0,11223,1,1,0,1
2012-07-02,d_521,3,0,11223,1,0,1,0
2012-07-03,d_522,4,0,11223,1,1,1,0
2012-07-04,d_523,5,1,11223,1,0,0,0
2012-07-05,d_524,6,0,11223,1,1,1,0
2012-07-06,d_525,7,0,11223,1,1,1,0
2012-07-07,d_526,1,0,11224,1,1,0,1
2012-07-08,d_527,2,0,11224,1,0,1,1
2012-07-09,d_528,3,0,11224,1,1,1,0
2012-07-10,d_529,4,0,11224,1,0,0,0
2012-07-11,d_530,5,0,11224,0,1,1,0
2012-07-12,d_531,6,0,11224,0,1,1,0
2012-07-13,d_532,7,0,11224,0,1,0,0
2012-07-14,d_533,1,0,11225,0,0,1,1
2012-07-15,d_534,2,0,11225,0,1,1,1
